Source,Target,weight,weight_abs,cor_sign,Source1,Target1,Source1_Target1,Association
X.18..Parasitus,X.2..Eohypochthonius,-0.84016805,0.84016805,-1,pred ,pred ,pred _pred ,in_pred 
X.18..Parasitus,X.3..Hypochthonius,-0.814091578,0.814091578,-1,pred ,pred ,pred _pred ,in_pred 
X.18..Parasitus,X.12..Epilohmannia,0.840668002,0.840668002,1,pred ,decomp,pred _decomp,pred_decomp
X.18..Parasitus,X.18..Steganacarus,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.18..Parasitus,X.28..Allonothrus,-0.911764706,0.911764706,-1,pred ,fungi,pred _fungi,pred_fungi
X.18..Parasitus,X.47..Ceratoppia,-0.81167945,0.81167945,-1,pred ,decomp,pred _decomp,pred_decomp
X.18..Parasitus,X.50..Cultroribula,0.882352941,0.882352941,1,pred ,fungi,pred _fungi,pred_fungi
X.18..Parasitus,X.58..Suctobelbella,0.882352941,0.882352941,1,pred ,fungi,pred _fungi,pred_fungi
X.18..Parasitus,X.70..Scutovertex,0.925476223,0.925476223,1,pred ,decomp,pred _decomp,pred_decomp
X.19..Veigaia,X.14..Rhysotritia,0.819782295,0.819782295,1,pred ,fungi,pred _fungi,pred_fungi
X.19..Veigaia,X.40..Epidamaeus,0.8610584,0.8610584,1,pred ,fungi,pred _fungi,pred_fungi
X.20..Gamasellus,X.28..Krantzholaspis,1,1,1,pred ,pred ,pred _pred ,in_pred 
X.20..Gamasellus,X.17..Phthiracarus,0.979795897,0.979795897,1,pred ,fungi,pred _fungi,pred_fungi
X.20..Gamasellus,X.36..Hermannia,0.92,0.92,1,pred ,decomp,pred _decomp,pred_decomp
X.20..Gamasellus,X.61..Oppiella,-0.845154255,0.845154255,-1,pred ,pred ,pred _pred ,in_pred 
X.20..Gamasellus,X.62..Ramusella,-0.835572749,0.835572749,-1,pred ,pred ,pred _pred ,in_pred 
X.20..Gamasellus,X.85..Vilhenabates,0.826184389,0.826184389,1,pred ,fungi,pred _fungi,pred_fungi
X.20..Gamasellus,X.86..Ceratozetes,0.92,0.92,1,pred ,pred ,pred _pred ,in_pred 
X.21..Dendrolaelaps,X.41..Geolaelaps,0.853310335,0.853310335,1,pred ,pred ,pred _pred ,in_pred 
X.21..Dendrolaelaps,X.14..Rhysotritia,0.812897019,0.812897019,1,pred ,fungi,pred _fungi,pred_fungi
X.21..Dendrolaelaps,X.31..Trhypochthonius,0.925476223,0.925476223,1,pred ,fungi,pred _fungi,pred_fungi
X.21..Dendrolaelaps,X.63..Arcoppia,0.87038828,0.87038828,1,pred ,pred ,pred _pred ,in_pred 
X.22..Rhodacarus,X.27..Gamasholaspis,0.83165549,0.83165549,1,pred ,pred ,pred _pred ,in_pred 
X.22..Rhodacarus,X.1..Archoplophora,-0.867647059,0.867647059,-1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.2..Eohypochthonius,0.84016805,0.84016805,1,pred ,pred ,pred _pred ,in_pred 
X.22..Rhodacarus,X.3..Hypochthonius,0.939336437,0.939336437,1,pred ,pred ,pred _pred ,in_pred 
X.22..Rhodacarus,X.17..Phthiracarus,-0.84016805,0.84016805,-1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.18..Steganacarus,-0.823529412,0.823529412,-1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.23..Heminothrus,0.892369615,0.892369615,1,pred ,decomp,pred _decomp,pred_decomp
X.22..Rhodacarus,X.28..Allonothrus,0.882352941,0.882352941,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.36..Hermannia,-0.857492926,0.857492926,-1,pred ,decomp,pred _decomp,pred_decomp
X.22..Rhodacarus,X.43..Fosseremus,0.891132789,0.891132789,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.50..Cultroribula,-0.970588235,0.970588235,-1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.85..Vilhenabates,-0.954863711,0.954863711,-1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.86..Ceratozetes,-0.857492926,0.857492926,-1,pred ,pred ,pred _pred ,in_pred 
X.23..Rhodacarellus,X.4..Hypochthoniella,1,1,1,pred ,decomp,pred _decomp,pred_decomp
X.23..Rhodacarellus,X.46..Liacarus,1,1,1,pred ,decomp,pred _decomp,pred_decomp
X.23..Rhodacarellus,X.59..Parisuctobelba,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.25..Glyptholaspis,X.26..Macrocheles,-0.878310066,0.878310066,-1,pred ,pred ,pred _pred ,in_pred 
X.25..Glyptholaspis,X.68..Medioppia,-0.933256525,0.933256525,-1,pred ,pred ,pred _pred ,in_pred 
X.27..Gamasholaspis,X.31..Pachyseius,0.924061655,0.924061655,1,pred ,pred ,pred _pred ,in_pred 
X.27..Gamasholaspis,X.43..Ololaelaps,0.844162289,0.844162289,1,pred ,pred ,pred _pred ,in_pred 
X.27..Gamasholaspis,X.3..Hypochthonius,0.885364878,0.885364878,1,pred ,pred ,pred _pred ,in_pred 
X.27..Gamasholaspis,X.29..Afronothrus,0.83165549,0.83165549,1,pred ,decomp,pred _decomp,pred_decomp
X.27..Gamasholaspis,X.34..Nanhermannia,0.8932596,0.8932596,1,pred ,fungi,pred _fungi,pred_fungi
X.27..Gamasholaspis,X.35..Cyrthermannia,-0.885364878,0.885364878,-1,pred ,fungi,pred _fungi,pred_fungi
X.27..Gamasholaspis,X.41..Eremulus,0.885364878,0.885364878,1,pred ,fungi,pred _fungi,pred_fungi
X.27..Gamasholaspis,X.43..Fosseremus,0.933256525,0.933256525,1,pred ,fungi,pred _fungi,pred_fungi
X.27..Gamasholaspis,X.56..Otocepheus,0.826184389,0.826184389,1,pred ,fungi,pred _fungi,pred_fungi
X.27..Gamasholaspis,X.62..Ramusella,0.844162289,0.844162289,1,pred ,pred ,pred _pred ,in_pred 
X.27..Gamasholaspis,X.67..Lauroppia,0.826184389,0.826184389,1,pred ,pred ,pred _pred ,in_pred 
X.27..Gamasholaspis,X.69..Tectocepheus,0.8932596,0.8932596,1,pred ,decomp,pred _decomp,pred_decomp
X.27..Gamasholaspis,X.81..Xylobates,-0.880406274,0.880406274,-1,pred ,fungi,pred _fungi,pred_fungi
X.27..Gamasholaspis,X.84..Setoxylobates,-0.870967742,0.870967742,-1,pred ,fungi,pred _fungi,pred_fungi
X.27..Gamasholaspis,X.85..Vilhenabates,-0.870967742,0.870967742,-1,pred ,fungi,pred _fungi,pred_fungi
X.28..Krantzholaspis,X.17..Phthiracarus,0.979795897,0.979795897,1,pred ,fungi,pred _fungi,pred_fungi
X.28..Krantzholaspis,X.36..Hermannia,0.92,0.92,1,pred ,decomp,pred _decomp,pred_decomp
X.28..Krantzholaspis,X.61..Oppiella,-0.845154255,0.845154255,-1,pred ,pred ,pred _pred ,in_pred 
X.28..Krantzholaspis,X.62..Ramusella,-0.835572749,0.835572749,-1,pred ,pred ,pred _pred ,in_pred 
X.28..Krantzholaspis,X.85..Vilhenabates,0.826184389,0.826184389,1,pred ,fungi,pred _fungi,pred_fungi
X.28..Krantzholaspis,X.86..Ceratozetes,0.92,0.92,1,pred ,pred ,pred _pred ,in_pred 
X.29..Parholaspulus,X.33..Asca,0.845154255,0.845154255,1,pred ,pred ,pred _pred ,in_pred 
X.29..Parholaspulus,X.2..Eohypochthonius,-0.828078671,0.828078671,-1,pred ,pred ,pred _pred ,in_pred 
X.29..Parholaspulus,X.10..Eulohmannia,0.845154255,0.845154255,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.12..Epilohmannia,0.885714286,0.885714286,1,pred ,decomp,pred _decomp,pred_decomp
X.29..Parholaspulus,X.13..Microtritia,0.8196886,0.8196886,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.18..Steganacarus,0.81167945,0.81167945,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.32..Malaconothrus,0.845154255,0.845154255,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.47..Ceratoppia,-0.942857143,0.942857143,-1,pred ,decomp,pred _decomp,pred_decomp
X.30..Pachylaelaps,X.34..Ameroseius,-0.940403259,0.940403259,-1,pred ,pred ,pred _pred ,in_pred 
X.30..Pachylaelaps,X.13..Microtritia,-0.924061655,0.924061655,-1,pred ,fungi,pred _fungi,pred_fungi
X.30..Pachylaelaps,X.48..Austroceratoppia,0.857492926,0.857492926,1,pred ,decomp,pred _decomp,pred_decomp
X.30..Pachylaelaps,X.66..Lasiobelba,0.867647059,0.867647059,1,pred ,pred ,pred _pred ,in_pred 
X.31..Pachyseius,X.43..Ololaelaps,0.850841043,0.850841043,1,pred ,pred ,pred _pred ,in_pred 
X.31..Pachyseius,X.3..Hypochthonius,0.892369615,0.892369615,1,pred ,pred ,pred _pred ,in_pred 
X.31..Pachyseius,X.24..Nothrus,0.840668002,0.840668002,1,pred ,fungi,pred _fungi,pred_fungi
X.31..Pachyseius,X.29..Afronothrus,0.867647059,0.867647059,1,pred ,decomp,pred _decomp,pred_decomp
X.31..Pachyseius,X.34..Nanhermannia,0.882352941,0.882352941,1,pred ,fungi,pred _fungi,pred_fungi
X.31..Pachyseius,X.35..Cyrthermannia,-0.939336437,0.939336437,-1,pred ,fungi,pred _fungi,pred_fungi
X.31..Pachyseius,X.43..Fosseremus,0.891132789,0.891132789,1,pred ,fungi,pred _fungi,pred_fungi
X.31..Pachyseius,X.69..Tectocepheus,0.882352941,0.882352941,1,pred ,decomp,pred _decomp,pred_decomp
X.31..Pachyseius,X.74..Scheloribates,0.81167945,0.81167945,1,pred ,fungi,pred _fungi,pred_fungi
X.31..Pachyseius,X.81..Xylobates,-0.898645105,0.898645105,-1,pred ,fungi,pred _fungi,pred_fungi
X.31..Pachyseius,X.84..Setoxylobates,-0.8932596,0.8932596,-1,pred ,fungi,pred _fungi,pred_fungi
X.33..Asca,X.10..Eulohmannia,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.33..Asca,X.13..Microtritia,0.89802651,0.89802651,1,pred ,fungi,pred _fungi,pred_fungi
X.33..Asca,X.14..Rhysotritia,0.89802651,0.89802651,1,pred ,fungi,pred _fungi,pred_fungi
X.33..Asca,X.32..Malaconothrus,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.33..Asca,X.47..Ceratoppia,-0.845154255,0.845154255,-1,pred ,decomp,pred _decomp,pred_decomp
X.34..Ameroseius,X.13..Microtritia,0.812897019,0.812897019,1,pred ,fungi,pred _fungi,pred_fungi
X.34..Ameroseius,X.33..Trimalaconothrus,0.852802865,0.852802865,1,pred ,pred ,pred _pred ,in_pred 
X.34..Ameroseius,X.48..Austroceratoppia,-0.835572749,0.835572749,-1,pred ,decomp,pred _decomp,pred_decomp
X.34..Ameroseius,X.66..Lasiobelba,-0.955330294,0.955330294,-1,pred ,pred ,pred _pred ,in_pred 
X.34..Ameroseius,X.89..Trichogalumna,-0.853310335,0.853310335,-1,pred ,fungi,pred _fungi,pred_fungi
X.36..Podocinum,X.39..Proctolaelaps,1,1,1,pred ,pred ,pred _pred ,in_pred 
X.37..Cheiroseius,X.75..Perscheloribates,-0.898645105,0.898645105,-1,pred ,fungi,pred _fungi,pred_fungi
X.37..Cheiroseius,X.77..Rostrozetes,-0.898645105,0.898645105,-1,pred ,fungi,pred _fungi,pred_fungi
X.37..Cheiroseius,X.80..Peloribates,-0.840668002,0.840668002,-1,pred ,fungi,pred _fungi,pred_fungi
X.37..Cheiroseius,X.87..Galumna,-0.882352941,0.882352941,-1,pred ,fungi,pred _fungi,pred_fungi
X.38..Lasioseius,X.40..Epidamaeus,0.895622151,0.895622151,1,pred ,fungi,pred _fungi,pred_fungi
X.40..Cosmolaelaps,X.17..Phthiracarus,-0.828078671,0.828078671,-1,pred ,fungi,pred _fungi,pred_fungi
X.40..Cosmolaelaps,X.36..Hermannia,-0.845154255,0.845154255,-1,pred ,decomp,pred _decomp,pred_decomp
X.40..Cosmolaelaps,X.40..Epidamaeus,0.898645105,0.898645105,1,pred ,fungi,pred _fungi,pred_fungi
X.40..Cosmolaelaps,X.60..Oppia,0.853310335,0.853310335,1,pred ,pred ,pred _pred ,in_pred 
X.40..Cosmolaelaps,X.62..Ramusella,0.88273483,0.88273483,1,pred ,pred ,pred _pred ,in_pred 
X.40..Cosmolaelaps,X.63..Arcoppia,0.845154255,0.845154255,1,pred ,pred ,pred _pred ,in_pred 
X.40..Cosmolaelaps,X.85..Vilhenabates,-0.8196886,0.8196886,-1,pred ,fungi,pred _fungi,pred_fungi
X.40..Cosmolaelaps,X.86..Ceratozetes,-0.845154255,0.845154255,-1,pred ,pred ,pred _pred ,in_pred 
X.41..Geolaelaps,X.43..Ololaelaps,0.88273483,0.88273483,1,pred ,pred ,pred _pred ,in_pred 
X.41..Geolaelaps,X.14..Rhysotritia,0.880406274,0.880406274,1,pred ,fungi,pred _fungi,pred_fungi
X.41..Geolaelaps,X.29..Afronothrus,0.840668002,0.840668002,1,pred ,decomp,pred _decomp,pred_decomp
X.41..Geolaelaps,X.34..Nanhermannia,0.81167945,0.81167945,1,pred ,fungi,pred _fungi,pred_fungi
X.41..Geolaelaps,X.63..Arcoppia,0.845154255,0.845154255,1,pred ,pred ,pred _pred ,in_pred 
X.41..Geolaelaps,X.69..Tectocepheus,0.81167945,0.81167945,1,pred ,decomp,pred _decomp,pred_decomp
X.41..Geolaelaps,X.74..Scheloribates,0.885714286,0.885714286,1,pred ,fungi,pred _fungi,pred_fungi
X.41..Geolaelaps,X.84..Setoxylobates,-0.8196886,0.8196886,-1,pred ,fungi,pred _fungi,pred_fungi
X.43..Ololaelaps,X.29..Afronothrus,0.985184366,0.985184366,1,pred ,decomp,pred _decomp,pred_decomp
X.43..Ololaelaps,X.34..Nanhermannia,0.985184366,0.985184366,1,pred ,fungi,pred _fungi,pred_fungi
X.43..Ololaelaps,X.35..Cyrthermannia,-0.953462589,0.953462589,-1,pred ,fungi,pred _fungi,pred_fungi
X.43..Ololaelaps,X.41..Eremulus,0.953462589,0.953462589,1,pred ,fungi,pred _fungi,pred_fungi
X.43..Ololaelaps,X.43..Fosseremus,0.904534034,0.904534034,1,pred ,fungi,pred _fungi,pred_fungi
X.43..Ololaelaps,X.62..Ramusella,0.863636364,0.863636364,1,pred ,pred ,pred _pred ,in_pred 
X.43..Ololaelaps,X.69..Tectocepheus,0.985184366,0.985184366,1,pred ,decomp,pred _decomp,pred_decomp
X.43..Ololaelaps,X.74..Scheloribates,0.971008312,0.971008312,1,pred ,fungi,pred _fungi,pred_fungi
X.43..Ololaelaps,X.81..Xylobates,-0.971008312,0.971008312,-1,pred ,fungi,pred _fungi,pred_fungi
X.43..Ololaelaps,X.84..Setoxylobates,-0.937958099,0.937958099,-1,pred ,fungi,pred _fungi,pred_fungi
X.1..Archoplophora,X.17..Phthiracarus,0.84016805,0.84016805,1,fungi,fungi,fungi_fungi,in_fungi
X.1..Archoplophora,X.36..Hermannia,0.857492926,0.857492926,1,fungi,decomp,fungi_decomp,fungi_decomp
X.1..Archoplophora,X.72..Protokalumma,-0.892369615,0.892369615,-1,fungi,fungi,fungi_fungi,in_fungi
X.1..Archoplophora,X.86..Ceratozetes,0.857492926,0.857492926,1,fungi,pred ,fungi_pred ,pred_fungi
X.2..Eohypochthonius,X.3..Hypochthonius,0.894427191,0.894427191,1,pred ,pred ,pred _pred ,in_pred 
X.2..Eohypochthonius,X.18..Steganacarus,-0.84016805,0.84016805,-1,pred ,fungi,pred _fungi,pred_fungi
X.2..Eohypochthonius,X.24..Nothrus,0.828078671,0.828078671,1,pred ,fungi,pred _fungi,pred_fungi
X.2..Eohypochthonius,X.28..Allonothrus,0.84016805,0.84016805,1,pred ,fungi,pred _fungi,pred_fungi
X.2..Eohypochthonius,X.47..Ceratoppia,0.828078671,0.828078671,1,pred ,decomp,pred _decomp,pred_decomp
X.2..Eohypochthonius,X.50..Cultroribula,-0.84016805,0.84016805,-1,pred ,fungi,pred _fungi,pred_fungi
X.2..Eohypochthonius,X.70..Scutovertex,-0.852802865,0.852802865,-1,pred ,decomp,pred _decomp,pred_decomp
X.3..Hypochthonius,X.18..Steganacarus,-0.814091578,0.814091578,-1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.23..Heminothrus,0.95,0.95,1,pred ,decomp,pred _decomp,pred_decomp
X.3..Hypochthonius,X.24..Nothrus,0.9258201,0.9258201,1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.28..Allonothrus,0.939336437,0.939336437,1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.35..Cyrthermannia,-0.9,0.9,-1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.43..Fosseremus,0.948683298,0.948683298,1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.50..Cultroribula,-0.939336437,0.939336437,-1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.70..Scutovertex,-0.889898417,0.889898417,-1,pred ,decomp,pred _decomp,pred_decomp
X.3..Hypochthonius,X.84..Setoxylobates,-0.885364878,0.885364878,-1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.85..Vilhenabates,-0.885364878,0.885364878,-1,pred ,fungi,pred _fungi,pred_fungi
X.4..Hypochthoniella,X.46..Liacarus,1,1,1,decomp,decomp,decomp_decomp,in_decomp
X.4..Hypochthoniella,X.59..Parisuctobelba,1,1,1,decomp,fungi,decomp_fungi,fungi_decomp
X.5..Cosmochthonius,X.65..Multioppia,1,1,1,fungi,fungi,fungi_fungi,in_fungi
X.8..Papillacarus,X.11..Perlohmannia,1,1,1,fungi,fungi,fungi_fungi,in_fungi
X.8..Papillacarus,X.51..Astegistes,1,1,1,fungi,fungi,fungi_fungi,in_fungi
X.8..Papillacarus,X.55..Dolicheremaeus,1,1,1,fungi,fungi,fungi_fungi,in_fungi
X.8..Papillacarus,X.78..Incabates,1,1,1,fungi,fungi,fungi_fungi,in_fungi
X.10..Eulohmannia,X.13..Microtritia,0.89802651,0.89802651,1,fungi,fungi,fungi_fungi,in_fungi
X.10..Eulohmannia,X.14..Rhysotritia,0.89802651,0.89802651,1,fungi,fungi,fungi_fungi,in_fungi
X.10..Eulohmannia,X.32..Malaconothrus,1,1,1,fungi,fungi,fungi_fungi,in_fungi
X.10..Eulohmannia,X.47..Ceratoppia,-0.845154255,0.845154255,-1,fungi,decomp,fungi_decomp,fungi_decomp
X.11..Perlohmannia,X.51..Astegistes,1,1,1,fungi,fungi,fungi_fungi,in_fungi
X.11..Perlohmannia,X.55..Dolicheremaeus,1,1,1,fungi,fungi,fungi_fungi,in_fungi
X.11..Perlohmannia,X.78..Incabates,1,1,1,fungi,fungi,fungi_fungi,in_fungi
X.12..Epilohmannia,X.18..Steganacarus,0.840668002,0.840668002,1,decomp,fungi,decomp_fungi,fungi_decomp
X.13..Microtritia,X.32..Malaconothrus,0.89802651,0.89802651,1,fungi,fungi,fungi_fungi,in_fungi
X.13..Microtritia,X.47..Ceratoppia,-0.8196886,0.8196886,-1,fungi,decomp,fungi_decomp,fungi_decomp
X.13..Microtritia,X.72..Protokalumma,-0.885364878,0.885364878,-1,fungi,fungi,fungi_fungi,in_fungi
X.14..Rhysotritia,X.32..Malaconothrus,0.89802651,0.89802651,1,fungi,fungi,fungi_fungi,in_fungi
X.17..Phthiracarus,X.36..Hermannia,0.979795897,0.979795897,1,fungi,decomp,fungi_decomp,fungi_decomp
X.17..Phthiracarus,X.61..Oppiella,-0.828078671,0.828078671,-1,fungi,pred ,fungi_pred ,pred_fungi
X.17..Phthiracarus,X.62..Ramusella,-0.852802865,0.852802865,-1,fungi,pred ,fungi_pred ,pred_fungi
X.17..Phthiracarus,X.85..Vilhenabates,0.87988269,0.87988269,1,fungi,fungi,fungi_fungi,in_fungi
X.17..Phthiracarus,X.86..Ceratozetes,0.979795897,0.979795897,1,fungi,pred ,fungi_pred ,pred_fungi
X.18..Steganacarus,X.28..Allonothrus,-0.911764706,0.911764706,-1,fungi,fungi,fungi_fungi,in_fungi
X.18..Steganacarus,X.47..Ceratoppia,-0.81167945,0.81167945,-1,fungi,decomp,fungi_decomp,fungi_decomp
X.18..Steganacarus,X.50..Cultroribula,0.882352941,0.882352941,1,fungi,fungi,fungi_fungi,in_fungi
X.18..Steganacarus,X.58..Suctobelbella,0.882352941,0.882352941,1,fungi,fungi,fungi_fungi,in_fungi
X.18..Steganacarus,X.70..Scutovertex,0.925476223,0.925476223,1,fungi,decomp,fungi_decomp,fungi_decomp
X.19..Hoplophthiracarus,X.33..Trimalaconothrus,0.87988269,0.87988269,1,fungi,pred ,fungi_pred ,pred_fungi
X.22..Platynothrus,X.42..Eremobelba,-0.941123948,0.941123948,-1,decomp,fungi,decomp_fungi,fungi_decomp
