Source,Target,weight,weight_abs,cor_sign,Source1,Target1,Source1_Target1,Association
X.9..Metazercon,X.26..Holonothrus,1,1,1,pred ,decomp,pred _decomp,pred_decomp
X.9..Metazercon,X.33..Trimalaconothrus,1,1,1,pred ,pred ,pred _pred ,in_pred
X.9..Metazercon,X.35..Cyrthermannia,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.9..Metazercon,X.39..Damaeus,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.10..Parazercon,X.13..Syskenozercon,1,1,1,pred ,pred ,pred _pred ,in_pred
X.10..Parazercon,X.32..Amblyseius,1,1,1,pred ,pred ,pred _pred ,in_pred
X.10..Parazercon,X.42..Laelaspis,1,1,1,pred ,pred ,pred _pred ,in_pred
X.10..Parazercon,X.16..Synichotritia,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.10..Parazercon,X.19..Hoplophthiracarus,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.10..Parazercon,X.26..Holonothrus,1,1,1,pred ,decomp,pred _decomp,pred_decomp
X.10..Parazercon,X.33..Trimalaconothrus,1,1,1,pred ,pred ,pred _pred ,in_pred
X.10..Parazercon,X.35..Cyrthermannia,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.10..Parazercon,X.39..Damaeus,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.13..Syskenozercon,X.32..Amblyseius,1,1,1,pred ,pred ,pred _pred ,in_pred
X.13..Syskenozercon,X.42..Laelaspis,1,1,1,pred ,pred ,pred _pred ,in_pred
X.13..Syskenozercon,X.16..Synichotritia,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.13..Syskenozercon,X.19..Hoplophthiracarus,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.13..Syskenozercon,X.26..Holonothrus,1,1,1,pred ,decomp,pred _decomp,pred_decomp
X.13..Syskenozercon,X.33..Trimalaconothrus,1,1,1,pred ,pred ,pred _pred ,in_pred
X.13..Syskenozercon,X.35..Cyrthermannia,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.13..Syskenozercon,X.39..Damaeus,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.14..Zercon,X.27..Gamasholaspis,0.92,0.92,1,pred ,pred ,pred _pred ,in_pred
X.14..Zercon,X.40..Cosmolaelaps,0.845154255,0.845154255,1,pred ,pred ,pred _pred ,in_pred
X.14..Zercon,X.70..Scutovertex,0.92,0.92,1,pred ,decomp,pred _decomp,pred_decomp
X.14..Zercon,X.81..Xylobates,0.845154255,0.845154255,1,pred ,fungi,pred _fungi,pred_fungi
X.15..Neogamasus,X.21..Dendrolaelaps,0.8932596,0.8932596,1,pred ,pred ,pred _pred ,in_pred
X.15..Neogamasus,X.22..Rhodacarus,0.840668002,0.840668002,1,pred ,pred ,pred _pred ,in_pred
X.15..Neogamasus,X.27..Gamasholaspis,0.857492926,0.857492926,1,pred ,pred ,pred _pred ,in_pred
X.15..Neogamasus,X.29..Parholaspulus,0.840668002,0.840668002,1,pred ,pred ,pred _pred ,in_pred
X.15..Neogamasus,X.40..Cosmolaelaps,0.840668002,0.840668002,1,pred ,pred ,pred _pred ,in_pred
X.15..Neogamasus,X.43..Ololaelaps,-0.823193209,0.823193209,-1,pred ,pred ,pred _pred ,in_pred
X.15..Neogamasus,X.2..Eohypochthonius,-0.823193209,0.823193209,-1,pred ,pred ,pred _pred ,in_pred
X.15..Neogamasus,X.3..Hypochthonius,0.927633657,0.927633657,1,pred ,pred ,pred _pred ,in_pred
X.15..Neogamasus,X.12..Epilohmannia,0.927633657,0.927633657,1,pred ,decomp,pred _decomp,pred_decomp
X.15..Neogamasus,X.25..Crotonia,0.845402793,0.845402793,1,pred ,decomp,pred _decomp,pred_decomp
X.15..Neogamasus,X.40..Epidamaeus,0.939336437,0.939336437,1,pred ,fungi,pred _fungi,pred_fungi
X.15..Neogamasus,X.57..Allosuctobelba,-0.892369615,0.892369615,-1,pred ,decomp,pred _decomp,pred_decomp
X.15..Neogamasus,X.69..Tectocepheus,-0.892369615,0.892369615,-1,pred ,decomp,pred _decomp,pred_decomp
X.15..Neogamasus,X.70..Scutovertex,0.857492926,0.857492926,1,pred ,decomp,pred _decomp,pred_decomp
X.15..Neogamasus,X.72..Protokalumma,0.845402793,0.845402793,1,pred ,fungi,pred _fungi,pred_fungi
X.15..Neogamasus,X.75..Perscheloribates,0.985610761,0.985610761,1,pred ,fungi,pred _fungi,pred_fungi
X.15..Neogamasus,X.80..Peloribates,0.927633657,0.927633657,1,pred ,fungi,pred _fungi,pred_fungi
X.15..Neogamasus,X.89..Trichogalumna,0.840668002,0.840668002,1,pred ,fungi,pred _fungi,pred_fungi
X.15..Neogamasus,X.91..Galumnella,0.845402793,0.845402793,1,pred ,fungi,pred _fungi,pred_fungi
X.16..Vulgarogamasus,X.34..Ameroseius,0.821583836,0.821583836,1,pred ,pred ,pred _pred ,in_pred
X.18..Parasitus,X.22..Rhodacarus,0.81167945,0.81167945,1,pred ,pred ,pred _pred ,in_pred
X.18..Parasitus,X.26..Macrocheles,0.955882353,0.955882353,1,pred ,pred ,pred _pred ,in_pred
X.18..Parasitus,X.29..Parholaspulus,0.81167945,0.81167945,1,pred ,pred ,pred _pred ,in_pred
X.18..Parasitus,X.38..Lasioseius,0.81167945,0.81167945,1,pred ,pred ,pred _pred ,in_pred
X.18..Parasitus,X.3..Hypochthonius,0.898645105,0.898645105,1,pred ,pred ,pred _pred ,in_pred
X.18..Parasitus,X.12..Epilohmannia,0.81167945,0.81167945,1,pred ,decomp,pred _decomp,pred_decomp
X.18..Parasitus,X.14..Rhysotritia,0.927633657,0.927633657,1,pred ,fungi,pred _fungi,pred_fungi
X.18..Parasitus,X.54..Nippobodes,0.84016805,0.84016805,1,pred ,decomp,pred _decomp,pred_decomp
X.18..Parasitus,X.80..Peloribates,0.898645105,0.898645105,1,pred ,fungi,pred _fungi,pred_fungi
X.18..Parasitus,X.84..Setoxylobates,0.857492926,0.857492926,1,pred ,fungi,pred _fungi,pred_fungi
X.18..Parasitus,X.87..Galumna,0.985610761,0.985610761,1,pred ,fungi,pred _fungi,pred_fungi
X.18..Parasitus,X.89..Trichogalumna,0.81167945,0.81167945,1,pred ,fungi,pred _fungi,pred_fungi
X.19..Veigaia,X.29..Afronothrus,0.876714008,0.876714008,1,pred ,decomp,pred _decomp,pred_decomp
X.21..Dendrolaelaps,X.22..Rhodacarus,0.941123948,0.941123948,1,pred ,pred ,pred _pred ,in_pred
X.21..Dendrolaelaps,X.29..Parholaspulus,0.941123948,0.941123948,1,pred ,pred ,pred _pred ,in_pred
X.21..Dendrolaelaps,X.3..Hypochthonius,0.941123948,0.941123948,1,pred ,pred ,pred _pred ,in_pred
X.21..Dendrolaelaps,X.12..Epilohmannia,0.941123948,0.941123948,1,pred ,decomp,pred _decomp,pred_decomp
X.21..Dendrolaelaps,X.25..Crotonia,0.983738754,0.983738754,1,pred ,decomp,pred _decomp,pred_decomp
X.21..Dendrolaelaps,X.40..Epidamaeus,0.983738754,0.983738754,1,pred ,fungi,pred _fungi,pred_fungi
X.21..Dendrolaelaps,X.41..Eremulus,0.935483871,0.935483871,1,pred ,fungi,pred _fungi,pred_fungi
X.21..Dendrolaelaps,X.54..Nippobodes,0.87988269,0.87988269,1,pred ,decomp,pred _decomp,pred_decomp
X.21..Dendrolaelaps,X.57..Allosuctobelba,-0.885364878,0.885364878,-1,pred ,decomp,pred _decomp,pred_decomp
X.21..Dendrolaelaps,X.61..Oppiella,0.954863711,0.954863711,1,pred ,pred ,pred _pred ,in_pred
X.21..Dendrolaelaps,X.69..Tectocepheus,-0.885364878,0.885364878,-1,pred ,decomp,pred _decomp,pred_decomp
X.21..Dendrolaelaps,X.72..Protokalumma,0.983738754,0.983738754,1,pred ,fungi,pred _fungi,pred_fungi
X.21..Dendrolaelaps,X.75..Perscheloribates,0.880406274,0.880406274,1,pred ,fungi,pred _fungi,pred_fungi
X.21..Dendrolaelaps,X.77..Rostrozetes,0.954863711,0.954863711,1,pred ,fungi,pred _fungi,pred_fungi
X.21..Dendrolaelaps,X.80..Peloribates,0.941123948,0.941123948,1,pred ,fungi,pred _fungi,pred_fungi
X.21..Dendrolaelaps,X.84..Setoxylobates,0.89802651,0.89802651,1,pred ,fungi,pred _fungi,pred_fungi
X.21..Dendrolaelaps,X.89..Trichogalumna,0.941123948,0.941123948,1,pred ,fungi,pred _fungi,pred_fungi
X.21..Dendrolaelaps,X.90..Porogalumnella,0.8932596,0.8932596,1,pred ,fungi,pred _fungi,pred_fungi
X.21..Dendrolaelaps,X.91..Galumnella,0.983738754,0.983738754,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.26..Macrocheles,0.81167945,0.81167945,1,pred ,pred ,pred _pred ,in_pred
X.22..Rhodacarus,X.29..Parholaspulus,1,1,1,pred ,pred ,pred _pred ,in_pred
X.22..Rhodacarus,X.30..Pachylaelaps,0.898645105,0.898645105,1,pred ,pred ,pred _pred ,in_pred
X.22..Rhodacarus,X.40..Cosmolaelaps,0.828571429,0.828571429,1,pred ,pred ,pred _pred ,in_pred
X.22..Rhodacarus,X.3..Hypochthonius,0.942857143,0.942857143,1,pred ,pred ,pred _pred ,in_pred
X.22..Rhodacarus,X.12..Epilohmannia,0.828571429,0.828571429,1,pred ,decomp,pred _decomp,pred_decomp
X.22..Rhodacarus,X.25..Crotonia,0.9258201,0.9258201,1,pred ,decomp,pred _decomp,pred_decomp
X.22..Rhodacarus,X.34..Nanhermannia,-0.828078671,0.828078671,-1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.40..Epidamaeus,0.9258201,0.9258201,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.41..Eremulus,0.880406274,0.880406274,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.54..Nippobodes,0.828078671,0.828078671,1,pred ,decomp,pred _decomp,pred_decomp
X.22..Rhodacarus,X.61..Oppiella,0.985610761,0.985610761,1,pred ,pred ,pred _pred ,in_pred
X.22..Rhodacarus,X.72..Protokalumma,0.9258201,0.9258201,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.75..Perscheloribates,0.885714286,0.885714286,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.77..Rostrozetes,0.898645105,0.898645105,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.80..Peloribates,0.942857143,0.942857143,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.84..Setoxylobates,0.845154255,0.845154255,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.89..Trichogalumna,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.90..Porogalumnella,0.927633657,0.927633657,1,pred ,fungi,pred _fungi,pred_fungi
X.22..Rhodacarus,X.91..Galumnella,0.9258201,0.9258201,1,pred ,fungi,pred _fungi,pred_fungi
X.24..Gamasiphis,X.44..Alloparasitus,1,1,1,pred ,pred ,pred _pred ,in_pred
X.24..Gamasiphis,X.44..Ctenobelba,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.24..Gamasiphis,X.67..Lauroppia,1,1,1,pred ,pred ,pred _pred ,in_pred
X.26..Macrocheles,X.29..Parholaspulus,0.81167945,0.81167945,1,pred ,pred ,pred _pred ,in_pred
X.26..Macrocheles,X.30..Pachylaelaps,0.867647059,0.867647059,1,pred ,pred ,pred _pred ,in_pred
X.26..Macrocheles,X.3..Hypochthonius,0.81167945,0.81167945,1,pred ,pred ,pred _pred ,in_pred
X.26..Macrocheles,X.14..Rhysotritia,0.898645105,0.898645105,1,pred ,fungi,pred _fungi,pred_fungi
X.26..Macrocheles,X.24..Nothrus,0.898645105,0.898645105,1,pred ,fungi,pred _fungi,pred_fungi
X.26..Macrocheles,X.54..Nippobodes,0.84016805,0.84016805,1,pred ,decomp,pred _decomp,pred_decomp
X.26..Macrocheles,X.80..Peloribates,0.81167945,0.81167945,1,pred ,fungi,pred _fungi,pred_fungi
X.26..Macrocheles,X.84..Setoxylobates,0.857492926,0.857492926,1,pred ,fungi,pred _fungi,pred_fungi
X.26..Macrocheles,X.87..Galumna,0.985610761,0.985610761,1,pred ,fungi,pred _fungi,pred_fungi
X.26..Macrocheles,X.89..Trichogalumna,0.81167945,0.81167945,1,pred ,fungi,pred _fungi,pred_fungi
X.27..Gamasholaspis,X.40..Epidamaeus,0.821583836,0.821583836,1,pred ,fungi,pred _fungi,pred_fungi
X.27..Gamasholaspis,X.70..Scutovertex,1,1,1,pred ,decomp,pred _decomp,pred_decomp
X.27..Gamasholaspis,X.75..Perscheloribates,0.845154255,0.845154255,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.30..Pachylaelaps,0.898645105,0.898645105,1,pred ,pred ,pred _pred ,in_pred
X.29..Parholaspulus,X.40..Cosmolaelaps,0.828571429,0.828571429,1,pred ,pred ,pred _pred ,in_pred
X.29..Parholaspulus,X.3..Hypochthonius,0.942857143,0.942857143,1,pred ,pred ,pred _pred ,in_pred
X.29..Parholaspulus,X.12..Epilohmannia,0.828571429,0.828571429,1,pred ,decomp,pred _decomp,pred_decomp
X.29..Parholaspulus,X.25..Crotonia,0.9258201,0.9258201,1,pred ,decomp,pred _decomp,pred_decomp
X.29..Parholaspulus,X.34..Nanhermannia,-0.828078671,0.828078671,-1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.40..Epidamaeus,0.9258201,0.9258201,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.41..Eremulus,0.880406274,0.880406274,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.54..Nippobodes,0.828078671,0.828078671,1,pred ,decomp,pred _decomp,pred_decomp
X.29..Parholaspulus,X.61..Oppiella,0.985610761,0.985610761,1,pred ,pred ,pred _pred ,in_pred
X.29..Parholaspulus,X.72..Protokalumma,0.9258201,0.9258201,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.75..Perscheloribates,0.885714286,0.885714286,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.77..Rostrozetes,0.898645105,0.898645105,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.80..Peloribates,0.942857143,0.942857143,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.84..Setoxylobates,0.845154255,0.845154255,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.89..Trichogalumna,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.90..Porogalumnella,0.927633657,0.927633657,1,pred ,fungi,pred _fungi,pred_fungi
X.29..Parholaspulus,X.91..Galumnella,0.9258201,0.9258201,1,pred ,fungi,pred _fungi,pred_fungi
X.30..Pachylaelaps,X.24..Nothrus,0.927633657,0.927633657,1,pred ,fungi,pred _fungi,pred_fungi
X.30..Pachylaelaps,X.34..Nanhermannia,-0.84016805,0.84016805,-1,pred ,fungi,pred _fungi,pred_fungi
X.30..Pachylaelaps,X.61..Oppiella,0.882352941,0.882352941,1,pred ,pred ,pred _pred ,in_pred
X.30..Pachylaelaps,X.89..Trichogalumna,0.898645105,0.898645105,1,pred ,fungi,pred _fungi,pred_fungi
X.31..Pachyseius,X.36..Podocinum,0.850841043,0.850841043,1,pred ,pred ,pred _pred ,in_pred
X.31..Pachyseius,X.66..Lasiobelba,0.845402793,0.845402793,1,pred ,pred ,pred _pred ,in_pred
X.31..Pachyseius,X.68..Medioppia,0.857492926,0.857492926,1,pred ,pred ,pred _pred ,in_pred
X.31..Pachyseius,X.71..Neoribates,0.891132789,0.891132789,1,pred ,fungi,pred _fungi,pred_fungi
X.32..Amblyseius,X.42..Laelaspis,1,1,1,pred ,pred ,pred _pred ,in_pred
X.32..Amblyseius,X.16..Synichotritia,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.32..Amblyseius,X.19..Hoplophthiracarus,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.32..Amblyseius,X.26..Holonothrus,1,1,1,pred ,decomp,pred _decomp,pred_decomp
X.32..Amblyseius,X.33..Trimalaconothrus,1,1,1,pred ,pred ,pred _pred ,in_pred
X.32..Amblyseius,X.35..Cyrthermannia,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.32..Amblyseius,X.39..Damaeus,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.34..Ameroseius,X.23..Heminothrus,0.92,0.92,1,pred ,decomp,pred _decomp,pred_decomp
X.36..Podocinum,X.71..Neoribates,0.904534034,0.904534034,1,pred ,fungi,pred _fungi,pred_fungi
X.36..Podocinum,X.81..Xylobates,0.88273483,0.88273483,1,pred ,fungi,pred _fungi,pred_fungi
X.37..Cheiroseius,X.60..Oppia,0.850841043,0.850841043,1,pred ,pred ,pred _pred ,in_pred
X.37..Cheiroseius,X.77..Rostrozetes,-0.838235294,0.838235294,-1,pred ,fungi,pred _fungi,pred_fungi
X.38..Lasioseius,X.1..Archoplophora,0.81167945,0.81167945,1,pred ,fungi,pred _fungi,pred_fungi
X.38..Lasioseius,X.14..Rhysotritia,0.942857143,0.942857143,1,pred ,fungi,pred _fungi,pred_fungi
X.38..Lasioseius,X.47..Ceratoppia,0.845154255,0.845154255,1,pred ,decomp,pred _decomp,pred_decomp
X.38..Lasioseius,X.87..Galumna,0.828571429,0.828571429,1,pred ,fungi,pred _fungi,pred_fungi
X.39..Proctolaelaps,X.42..Eremobelba,0.828078671,0.828078671,1,pred ,fungi,pred _fungi,pred_fungi
X.39..Proctolaelaps,X.62..Ramusella,0.894427191,0.894427191,1,pred ,pred ,pred _pred ,in_pred
X.40..Cosmolaelaps,X.34..Nanhermannia,-0.828078671,0.828078671,-1,pred ,fungi,pred _fungi,pred_fungi
X.40..Cosmolaelaps,X.40..Epidamaeus,0.83323809,0.83323809,1,pred ,fungi,pred _fungi,pred_fungi
X.40..Cosmolaelaps,X.61..Oppiella,0.81167945,0.81167945,1,pred ,pred ,pred _pred ,in_pred
X.40..Cosmolaelaps,X.75..Perscheloribates,0.885714286,0.885714286,1,pred ,fungi,pred _fungi,pred_fungi
X.40..Cosmolaelaps,X.81..Xylobates,0.828571429,0.828571429,1,pred ,fungi,pred _fungi,pred_fungi
X.40..Cosmolaelaps,X.89..Trichogalumna,0.828571429,0.828571429,1,pred ,fungi,pred _fungi,pred_fungi
X.41..Geolaelaps,X.34..Nanhermannia,-0.84016805,0.84016805,-1,pred ,fungi,pred _fungi,pred_fungi
X.41..Geolaelaps,X.58..Suctobelbella,0.857492926,0.857492926,1,pred ,fungi,pred _fungi,pred_fungi
X.41..Geolaelaps,X.66..Lasiobelba,0.8610584,0.8610584,1,pred ,pred ,pred _pred ,in_pred
X.42..Laelaspis,X.16..Synichotritia,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.42..Laelaspis,X.19..Hoplophthiracarus,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.42..Laelaspis,X.26..Holonothrus,1,1,1,pred ,decomp,pred _decomp,pred_decomp
X.42..Laelaspis,X.33..Trimalaconothrus,1,1,1,pred ,pred ,pred _pred ,in_pred
X.42..Laelaspis,X.35..Cyrthermannia,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.42..Laelaspis,X.39..Damaeus,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.43..Ololaelaps,X.2..Eohypochthonius,1,1,1,pred ,pred ,pred _pred ,in_pred
X.43..Ololaelaps,X.12..Epilohmannia,-0.845154255,0.845154255,-1,pred ,decomp,pred _decomp,pred_decomp
X.43..Ololaelaps,X.57..Allosuctobelba,0.821583836,0.821583836,1,pred ,decomp,pred _decomp,pred_decomp
X.43..Ololaelaps,X.69..Tectocepheus,0.821583836,0.821583836,1,pred ,decomp,pred _decomp,pred_decomp
X.44..Alloparasitus,X.44..Ctenobelba,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.44..Alloparasitus,X.67..Lauroppia,1,1,1,pred ,pred ,pred _pred ,in_pred
X.1..Archoplophora,X.47..Ceratoppia,0.857492926,0.857492926,1,fungi,decomp,fungi_decomp,fungi_decomp
X.2..Eohypochthonius,X.12..Epilohmannia,-0.845154255,0.845154255,-1,pred ,decomp,pred _decomp,pred_decomp
X.2..Eohypochthonius,X.57..Allosuctobelba,0.821583836,0.821583836,1,pred ,decomp,pred _decomp,pred_decomp
X.2..Eohypochthonius,X.69..Tectocepheus,0.821583836,0.821583836,1,pred ,decomp,pred _decomp,pred_decomp
X.3..Hypochthonius,X.12..Epilohmannia,0.942857143,0.942857143,1,pred ,decomp,pred _decomp,pred_decomp
X.3..Hypochthonius,X.25..Crotonia,0.9258201,0.9258201,1,pred ,decomp,pred _decomp,pred_decomp
X.3..Hypochthonius,X.40..Epidamaeus,0.9258201,0.9258201,1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.41..Eremulus,0.880406274,0.880406274,1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.54..Nippobodes,0.828078671,0.828078671,1,pred ,decomp,pred _decomp,pred_decomp
X.3..Hypochthonius,X.57..Allosuctobelba,-0.83323809,0.83323809,-1,pred ,decomp,pred _decomp,pred_decomp
X.3..Hypochthonius,X.61..Oppiella,0.898645105,0.898645105,1,pred ,pred ,pred _pred ,in_pred
X.3..Hypochthonius,X.69..Tectocepheus,-0.83323809,0.83323809,-1,pred ,decomp,pred _decomp,pred_decomp
X.3..Hypochthonius,X.72..Protokalumma,0.9258201,0.9258201,1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.75..Perscheloribates,0.942857143,0.942857143,1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.77..Rostrozetes,0.81167945,0.81167945,1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.80..Peloribates,1,1,1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.84..Setoxylobates,0.845154255,0.845154255,1,pred ,fungi,pred _fungi,pred_fungi
X.3..Hypochthonius,X.87..Galumna,0.828571429,0.828571429,1,pred ,fungi,pred _fungi,pred_fungi
